Ax	Ay	Az	p	q	r	mx	my	mz	
-0.38	-3.21	-8.40	-1.62	0.79	-0.07	3.29	16.60	8.95	
-0.27	-3.12	-8.40	-1.65	0.85	-0.09	3.33	16.58	9.02	
-0.18	-2.97	-8.50	-1.76	0.96	-0.15	3.36	16.57	9.06	
-0.13	-2.88	-8.56	-1.83	1.03	-0.18	3.38	16.57	9.09	
-0.09	-2.82	-8.59	-1.88	1.08	-0.20	3.39	16.56	9.11	
-0.07	-2.78	-8.62	-1.91	1.11	-0.22	3.40	16.56	9.12	
0.12	-2.33	-8.71	-1.97	1.18	-0.33	3.41	16.56	9.13	
0.24	-2.03	-8.77	-2.01	1.23	-0.41	3.41	16.55	9.13	
0.32	-1.84	-8.81	-2.03	1.26	-0.45	3.41	16.55	9.13	
0.37	-1.72	-8.83	-2.05	1.27	-0.48	3.41	16.55	9.14	
0.31	-1.79	-8.96	-1.84	1.28	-0.51	3.42	16.55	9.14	
0.27	-1.84	-9.05	-1.71	1.29	-0.52	3.42	16.55	9.14	
0.25	-1.87	-9.10	-1.63	1.29	-0.53	3.42	16.55	9.14	
0.80	-1.76	-9.33	-1.53	1.34	-0.63	3.42	16.55	9.14	
1.17	-1.68	-9.47	-1.46	1.36	-0.69	3.42	16.55	9.14	
1.40	-1.63	-9.57	-1.42	1.38	-0.73	3.42	16.55	9.14	
1.55	-1.60	-9.63	-1.39	1.40	-0.76	3.42	16.55	9.14	
1.83	-1.36	-9.67	-1.33	1.31	-0.72	1.92	14.43	9.57	
2.00	-1.20	-9.70	-1.30	1.26	-0.70	0.95	13.05	9.85	
2.12	-1.10	-9.72	-1.28	1.22	-0.68	0.32	12.15	10.03	
2.20	-1.03	-9.73	-1.26	1.20	-0.67	-0.09	11.57	10.15	
2.06	-1.04	-9.64	-1.10	1.14	-0.52	-0.35	11.19	10.23	
1.97	-1.05	-9.57	-1.00	1.10	-0.42	-0.53	10.94	10.28	
1.92	-1.05	-9.53	-0.93	1.07	-0.35	-0.64	10.78	10.31	
1.80	-1.05	-9.44	-0.84	1.14	-0.30	-0.71	10.68	10.33	
1.72	-1.04	-9.38	-0.78	1.18	-0.26	-0.76	10.61	10.35	
1.67	-1.04	-9.34	-0.74	1.21	-0.24	-0.79	10.56	10.36	
1.64	-1.04	-9.32	-0.71	1.22	-0.22	-0.81	10.53	10.36	
1.58	-1.08	-9.26	-0.64	1.32	-0.21	-0.82	10.52	10.37	
1.54	-1.11	-9.23	-0.59	1.38	-0.20	-0.83	10.50	10.37	
1.52	-1.13	-9.21	-0.56	1.42	-0.20	-0.84	10.50	10.37	
1.76	-0.94	-8.94	-0.49	1.54	-0.21	-0.84	10.49	10.37	
1.92	-0.82	-8.76	-0.44	1.61	-0.22	-0.84	10.49	10.37	
2.03	-0.74	-8.65	-0.41	1.66	-0.22	-0.85	10.49	10.37	
2.10	-0.69	-8.57	-0.40	1.69	-0.23	-0.85	10.48	10.37	
2.38	-0.76	-8.67	-0.32	1.70	-0.24	-0.85	10.48	10.37	
2.57	-0.81	-8.73	-0.27	1.71	-0.25	-0.85	10.48	10.37	
2.69	-0.84	-8.77	-0.24	1.72	-0.26	-0.85	10.48	10.37	
2.77	-0.86	-8.80	-0.22	1.72	-0.26	-0.85	10.48	10.37	
3.23	-0.71	-8.79	-0.15	1.62	-0.21	-2.65	10.08	8.97	
3.52	-0.62	-8.79	-0.10	1.55	-0.18	-3.83	9.82	8.06	
3.72	-0.56	-8.79	-0.07	1.50	-0.16	-4.59	9.66	7.46	
3.86	-0.48	-8.86	0.03	1.29	-0.11	-5.08	9.55	7.08	
3.96	-0.44	-8.91	0.09	1.15	-0.08	-5.41	9.48	6.83	
4.02	-0.41	-8.94	0.13	1.06	-0.06	-5.62	9.43	6.67	
4.06	-0.39	-8.96	0.16	1.01	-0.04	-5.75	9.40	6.56	
4.16	-0.52	-9.14	0.23	0.89	-0.13	-5.84	9.38	6.49	
4.23	-0.61	-9.27	0.28	0.81	-0.18	-5.90	9.37	6.45	
4.28	-0.66	-9.35	0.31	0.76	-0.22	-5.94	9.36	6.42	
4.27	-0.78	-9.47	0.35	0.61	-0.32	-5.96	9.35	6.40	
4.27	-0.86	-9.55	0.38	0.51	-0.38	-5.98	9.35	6.39	
4.26	-0.91	-9.60	0.40	0.44	-0.43	-5.99	9.35	6.38	
4.26	-0.95	-9.63	0.41	0.40	-0.45	-5.99	9.35	6.37	
4.49	-0.81	-9.66	0.42	0.29	-0.60	-6.00	9.35	6.37	
4.64	-0.72	-9.68	0.43	0.22	-0.70	-6.00	9.34	6.37	
4.73	-0.66	-9.69	0.43	0.18	-0.76	-6.00	9.34	6.37	
4.80	-0.62	-9.70	0.44	0.15	-0.81	-6.00	9.34	6.36	
4.82	-0.59	-9.60	0.41	0.02	-1.02	-6.00	9.34	6.36	
4.83	-0.57	-9.53	0.40	-0.06	-1.16	-6.00	9.34	6.36	
4.84	-0.55	-9.49	0.39	-0.11	-1.25	-6.00	9.34	6.36	
4.76	-0.55	-9.35	0.29	-0.20	-1.34	-7.12	8.99	6.15	
4.71	-0.55	-9.27	0.23	-0.25	-1.40	-7.85	8.76	6.01	
4.68	-0.55	-9.21	0.19	-0.29	-1.44	-8.33	8.61	5.92	
4.66	-0.55	-9.17	0.16	-0.31	-1.46	-8.63	8.51	5.86	
4.52	-0.57	-9.02	0.12	-0.36	-1.36	-8.83	8.45	5.82	
4.43	-0.59	-8.92	0.08	-0.40	-1.30	-8.96	8.41	5.79	
4.37	-0.60	-8.85	0.06	-0.42	-1.26	-9.05	8.38	5.78	
4.34	-0.60	-8.81	0.05	-0.43	-1.23	-9.10	8.36	5.77	
4.31	-0.48	-8.82	0.08	-0.47	-1.03	-9.14	8.35	5.76	
4.30	-0.39	-8.82	0.10	-0.50	-0.90	-9.16	8.35	5.75	
4.29	-0.34	-8.83	0.11	-0.52	-0.81	-9.18	8.34	5.75	
4.16	-0.27	-8.84	0.16	-0.56	-0.88	-9.19	8.34	5.75	
4.08	-0.23	-8.85	0.19	-0.59	-0.92	-9.19	8.34	5.75	
4.03	-0.21	-8.86	0.21	-0.61	-0.94	-9.20	8.33	5.75	
3.99	-0.19	-8.86	0.23	-0.62	-0.96	-9.20	8.33	5.75	
3.76	-0.53	-8.87	0.18	-0.56	-1.55	-9.20	8.33	5.75	
3.61	-0.76	-8.87	0.14	-0.51	-1.93	-9.20	8.33	5.75	
3.51	-0.90	-8.87	0.12	-0.49	-2.18	-9.20	8.33	5.75	
3.45	-1.00	-8.87	0.11	-0.47	-2.34	-9.20	8.33	5.75	
3.39	-1.04	-8.94	-0.01	-0.34	-2.83	-9.20	8.33	5.75	
3.35	-1.07	-8.98	-0.08	-0.25	-3.15	-9.20	8.33	5.75	
3.33	-1.09	-9.01	-0.13	-0.20	-3.36	-9.20	8.33	5.75	
3.37	-1.11	-9.03	-0.25	-0.09	-3.71	-9.45	6.47	6.61	
3.39	-1.13	-9.04	-0.33	-0.02	-3.93	-9.62	5.26	7.17	
3.40	-1.14	-9.05	-0.38	0.02	-4.08	-9.72	4.48	7.54	
3.41	-1.14	-9.06	-0.42	0.05	-4.18	-9.79	3.97	7.77	
3.42	-0.94	-9.17	-0.38	0.05	-3.76	-9.83	3.64	7.93	
3.42	-0.81	-9.25	-0.36	0.06	-3.48	-9.86	3.42	8.03	
3.42	-0.72	-9.30	-0.35	0.06	-3.30	-9.88	3.28	8.09	
3.42	-0.66	-9.33	-0.34	0.06	-3.19	-9.89	3.19	8.14	
3.40	-0.58	-9.33	-0.27	0.05	-2.66	-9.90	3.13	8.16	
3.38	-0.52	-9.33	-0.22	0.05	-2.32	-9.91	3.09	8.18	
3.37	-0.48	-9.32	-0.19	0.05	-2.10	-9.91	3.07	8.19	
3.48	-0.27	-9.29	-0.12	0.04	-1.73	-9.91	3.05	8.20	
3.56	-0.13	-9.26	-0.08	0.03	-1.49	-9.91	3.04	8.20	
3.60	-0.05	-9.25	-0.05	0.02	-1.34	-9.91	3.03	8.21	
3.63	0.01	-9.24	-0.03	0.02	-1.24	-9.91	3.03	8.21	
3.67	0.20	-9.23	-0.07	0.03	-1.42	-9.91	3.03	8.21	
3.69	0.32	-9.22	-0.09	0.03	-1.53	-9.92	3.02	8.21	
3.70	0.40	-9.22	-0.11	0.04	-1.61	-9.92	3.02	8.21	
3.71	0.46	-9.22	-0.12	0.04	-1.66	-9.92	3.02	8.21	
3.66	0.53	-9.21	-0.09	0.00	-1.58	-9.92	3.02	8.21	
3.63	0.58	-9.20	-0.07	-0.02	-1.53	-9.92	3.02	8.21	
3.60	0.61	-9.20	-0.06	-0.03	-1.50	-9.92	3.02	8.21	
3.55	0.67	-9.20	0.01	-0.07	-1.10	-9.92	3.02	8.21	
3.51	0.71	-9.20	0.06	-0.10	-0.84	-9.92	3.02	8.21	
3.48	0.74	-9.20	0.09	-0.11	-0.67	-9.92	3.02	8.21	
3.47	0.75	-9.20	0.11	-0.13	-0.56	-9.92	3.02	8.21	
3.42	0.63	-9.24	0.21	-0.16	0.02	-10.48	1.38	7.46	
3.39	0.55	-9.26	0.28	-0.19	0.39	-10.84	0.32	6.97	
3.37	0.50	-9.28	0.32	-0.21	0.64	-11.08	-0.37	6.65	
3.35	0.46	-9.29	0.34	-0.22	0.80	-11.23	-0.82	6.44	
3.32	0.15	-9.26	0.43	-0.25	1.50	-11.33	-1.12	6.31	
3.30	-0.06	-9.23	0.48	-0.26	1.96	-11.39	-1.31	6.22	
3.28	-0.19	-9.22	0.52	-0.28	2.26	-11.44	-1.43	6.16	
3.29	-0.34	-9.21	0.58	-0.30	-0.05	-11.46	-1.51	6.12	
3.30	-0.43	-9.21	0.63	-0.31	-1.56	-11.48	-1.56	6.10	
3.30	-0.50	-9.21	0.65	-0.32	-2.54	-11.49	-1.60	6.08	
3.31	-0.54	-9.21	0.67	-0.33	-3.17	-11.50	-1.62	6.07	
3.20	-0.88	-9.26	0.66	-0.31	-3.59	-11.51	-1.63	6.07	
3.13	-1.10	-9.30	0.65	-0.30	-3.85	-11.51	-1.64	6.06	
3.09	-1.25	-9.32	0.65	-0.29	-4.03	-11.51	-1.65	6.06	
3.06	-1.35	-9.33	0.64	-0.28	-4.14	-11.51	-1.65	6.06	
3.22	-1.28	-9.35	0.55	-0.22	-4.22	-11.51	-1.65	6.06	
3.33	-1.24	-9.36	0.49	-0.17	-4.26	-11.51	-1.66	6.06	
3.39	-1.22	-9.37	0.45	-0.15	-4.30	-11.51	-1.66	6.06	
3.29	-1.27	-9.32	0.39	-0.12	-4.32	-11.52	-1.66	6.06	
3.22	-1.31	-9.29	0.35	-0.10	-4.33	-11.52	-1.66	6.06	
3.18	-1.33	-9.27	0.33	-0.08	-4.34	-11.52	-1.66	6.05	
3.15	-1.35	-9.26	0.31	-0.07	-4.34	-11.52	-1.66	6.05	
3.31	-1.05	-9.28	0.30	-0.04	-1.44	-9.90	2.86	6.70	
3.42	-0.85	-9.30	0.29	-0.02	0.45	-8.85	5.79	7.12	
3.49	-0.73	-9.31	0.29	-0.01	1.67	-8.16	7.70	7.40	
3.26	-0.94	-9.24	0.33	-0.05	2.06	-7.72	8.94	7.58	
3.12	-1.08	-9.19	0.35	-0.08	2.32	-7.43	9.74	7.69	
3.02	-1.17	-9.16	0.37	-0.10	2.48	-7.24	10.27	7.77	
2.96	-1.23	-9.13	0.38	-0.11	2.59	-7.12	10.61	7.81	
2.80	-1.44	-9.16	0.40	-0.14	2.40	-7.04	10.83	7.85	
2.69	-1.58	-9.18	0.42	-0.15	2.28	-6.99	10.97	7.87	
2.62	-1.67	-9.19	0.43	-0.16	2.20	-6.96	11.07	7.88	
2.58	-1.73	-9.20	0.43	-0.17	2.15	-6.93	11.13	7.89	
2.58	-1.82	-9.18	0.43	-0.17	1.93	-6.92	11.17	7.89	
2.59	-1.88	-9.17	0.43	-0.17	1.78	-6.91	11.19	7.90	
2.59	-1.92	-9.17	0.43	-0.17	1.69	-6.90	11.21	7.90	
2.56	-2.41	-9.22	0.40	-0.21	1.59	-6.90	11.22	7.90	
2.54	-2.73	-9.26	0.38	-0.24	1.52	-6.90	11.23	7.90	
2.52	-2.94	-9.29	0.36	-0.25	1.48	-6.90	11.23	7.90	
2.51	-3.07	-9.30	0.35	-0.26	1.45	-6.90	11.23	7.90	
2.48	-2.60	-9.23	0.28	-0.29	1.60	-6.89	11.24	7.90	
2.46	-2.30	-9.19	0.24	-0.30	1.70	-6.89	11.24	7.91	
2.44	-2.10	-9.16	0.21	-0.31	1.77	-6.89	11.24	7.91	
2.41	-2.16	-9.15	0.21	-0.24	1.50	-4.53	12.57	6.83	
2.38	-2.20	-9.15	0.21	-0.19	1.33	-2.99	13.43	6.12	
2.37	-2.22	-9.14	0.22	-0.16	1.21	-1.99	13.99	5.67	
2.35	-2.24	-9.14	0.22	-0.14	1.14	-1.34	14.36	5.37	
2.29	-2.37	-9.21	0.27	-0.11	1.03	-0.92	14.59	5.18	
2.25	-2.46	-9.26	0.30	-0.09	0.96	-0.65	14.75	5.05	
2.22	-2.52	-9.29	0.32	-0.08	0.92	-0.47	14.85	4.97	
2.20	-2.56	-9.31	0.34	-0.08	0.89	-0.35	14.91	4.92	
2.21	-3.17	-9.55	0.37	-0.11	0.99	-0.28	14.96	4.88	
2.22	-3.56	-9.71	0.40	-0.13	1.06	-0.23	14.98	4.86	
2.23	-3.82	-9.81	0.41	-0.15	1.11	-0.20	15.00	4.85	
2.01	-2.80	-9.33	0.36	-0.20	1.45	-0.18	15.01	4.84	
1.87	-2.14	-9.01	0.33	-0.24	1.67	-0.16	15.02	4.83	
1.78	-1.71	-8.81	0.31	-0.26	1.82	-0.15	15.02	4.83	
1.72	-1.43	-8.68	0.29	-0.28	1.91	-0.15	15.03	4.83	
1.78	-2.31	-9.00	0.40	-0.18	1.68	-0.14	15.03	4.82	
1.81	-2.88	-9.20	0.47	-0.12	1.53	-0.14	15.03	4.82	
1.83	-3.25	-9.34	0.51	-0.07	1.43	-0.14	15.03	4.82	
1.85	-3.50	-9.43	0.54	-0.05	1.37	-0.14	15.03	4.82	
1.76	-2.93	-9.14	0.42	-0.10	1.73	-0.14	15.03	4.82	
1.70	-2.57	-8.96	0.35	-0.13	1.96	-0.14	15.03	4.82	
1.66	-2.33	-8.84	0.30	-0.15	2.11	-0.14	15.03	4.82	
1.63	-2.61	-8.95	0.29	-0.11	1.89	2.04	16.49	4.50	
1.61	-2.79	-9.02	0.29	-0.08	1.75	3.46	17.44	4.29	
1.60	-2.91	-9.06	0.28	-0.06	1.66	4.38	18.06	4.15	
1.59	-2.99	-9.09	0.28	-0.05	1.60	4.97	18.46	4.06	
1.60	-3.08	-9.05	0.26	-0.03	1.31	5.36	18.72	4.00	
1.60	-3.14	-9.02	0.24	-0.02	1.12	5.61	18.89	3.97	
1.60	-3.17	-9.01	0.24	-0.01	0.99	5.78	19.00	3.94	
1.60	-3.20	-9.00	0.23	-0.01	0.91	5.89	19.07	3.92	
1.58	-3.16	-9.02	0.25	-0.00	0.86	5.96	19.12	3.91	
1.56	-3.14	-9.04	0.26	-0.00	0.83	6.00	19.15	3.91	
1.55	-3.13	-9.05	0.27	-0.00	0.81	6.03	19.17	3.90	
1.48	-3.16	-9.04	0.26	-0.03	0.73	6.05	19.18	3.90	
1.44	-3.18	-9.04	0.25	-0.05	0.68	6.06	19.19	3.90	
1.41	-3.20	-9.03	0.25	-0.07	0.64	6.07	19.20	3.90	
1.39	-3.21	-9.03	0.25	-0.07	0.62	6.07	19.20	3.90	
1.32	-3.30	-9.05	0.23	-0.09	0.53	6.08	19.20	3.90	
1.28	-3.36	-9.06	0.21	-0.10	0.47	6.08	19.20	3.90	
1.25	-3.39	-9.07	0.20	-0.10	0.43	6.08	19.21	3.90	
1.24	-3.45	-9.11	0.18	-0.08	0.39	6.08	19.21	3.90	
1.24	-3.48	-9.13	0.17	-0.06	0.37	6.08	19.21	3.90	
1.24	-3.51	-9.14	0.17	-0.05	0.35	6.08	19.21	3.90	
1.23	-3.52	-9.15	0.16	-0.04	0.34	6.08	19.21	3.90	
1.20	-3.52	-9.15	0.15	-0.02	0.36	6.08	19.21	3.90	
1.18	-3.51	-9.15	0.14	-0.01	0.37	6.08	19.21	3.90	
1.17	-3.51	-9.16	0.14	0.00	0.37	6.08	19.21	3.90	
1.16	-3.51	-9.16	0.14	0.01	0.38	6.08	19.21	3.90	
1.12	-3.49	-9.17	0.10	0.01	0.36	6.52	19.61	4.00	
1.10	-3.47	-9.17	0.08	0.01	0.35	6.80	19.86	4.07	
1.09	-3.46	-9.18	0.07	0.01	0.35	6.99	20.03	4.12	
1.09	-3.48	-9.15	0.04	0.03	0.27	7.11	20.14	4.15	
1.09	-3.49	-9.14	0.01	0.04	0.23	7.18	20.21	4.17	
1.09	-3.49	-9.13	0.00	0.04	0.19	7.23	20.26	4.18	
1.09	-3.50	-9.12	-0.01	0.05	0.17	7.27	20.29	4.19	
1.12	-3.48	-9.09	-0.02	0.06	0.12	7.29	20.31	4.19	
1.15	-3.46	-9.08	-0.03	0.07	0.09	7.30	20.32	4.20	
1.16	-3.45	-9.06	-0.03	0.07	0.07	7.31	20.33	4.20	
1.18	-3.44	-9.06	-0.04	0.08	0.06	7.32	20.34	4.20	
1.18	-3.45	-9.08	-0.04	0.08	0.02	7.32	20.34	4.20	
1.18	-3.46	-9.09	-0.05	0.09	-0.01	7.32	20.34	4.20	
1.18	-3.46	-9.10	-0.05	0.09	-0.03	7.33	20.34	4.20	
1.21	-3.41	-9.07	-0.07	0.08	-0.09	7.33	20.34	4.20	
1.22	-3.39	-9.06	-0.09	0.07	-0.13	7.33	20.34	4.20	
1.23	-3.37	-9.04	-0.10	0.07	-0.15	7.33	20.34	4.20	
1.24	-3.36	-9.04	-0.10	0.07	-0.17	7.33	20.34	4.20	
1.28	-3.36	-9.07	-0.13	0.08	-0.26	7.33	20.34	4.20	
1.30	-3.36	-9.09	-0.14	0.08	-0.32	7.33	20.35	4.20	
1.32	-3.36	-9.11	-0.15	0.09	-0.35	7.33	20.35	4.20	
1.33	-3.36	-9.12	-0.16	0.09	-0.38	7.33	20.35	4.20	
1.28	-3.27	-9.09	-0.21	0.10	-0.51	6.83	20.08	3.77	
1.25	-3.21	-9.06	-0.25	0.11	-0.59	6.51	19.91	3.49	
1.22	-3.17	-9.05	-0.27	0.11	-0.64	6.30	19.79	3.31	
1.43	-2.92	-9.13	-0.31	0.19	-1.00	6.16	19.72	3.19	
1.56	-2.76	-9.18	-0.34	0.24	-1.23	6.07	19.67	3.11	
1.65	-2.66	-9.22	-0.36	0.27	-1.39	6.01	19.64	3.06	
1.70	-2.59	-9.24	-0.37	0.29	-1.48	5.98	19.62	3.03	
1.75	-2.44	-9.13	-0.37	0.32	-2.12	5.95	19.61	3.01	
1.78	-2.34	-9.06	-0.37	0.35	-2.53	5.94	19.60	3.00	
1.80	-2.28	-9.01	-0.37	0.36	-2.80	5.93	19.60	2.99	
1.81	-2.24	-8.98	-0.37	0.37	-2.97	5.92	19.59	2.98	
2.14	-2.69	-9.07	-0.33	0.41	-3.46	5.91	19.59	2.98	
2.36	-2.98	-9.13	-0.31	0.44	-3.77	5.91	19.59	2.97	
2.50	-3.17	-9.17	-0.30	0.45	-3.98	5.91	19.59	2.97	
2.59	-2.94	-9.12	-0.34	0.40	-3.98	5.91	19.59	2.97	
2.65	-2.79	-9.09	-0.37	0.37	-3.98	5.91	19.59	2.97	
2.69	-2.69	-9.07	-0.38	0.35	-3.98	5.91	19.59	2.97	
2.71	-2.62	-9.05	-0.39	0.34	-3.98	5.91	19.59	2.97	
2.79	-2.59	-9.11	-0.45	0.31	-3.96	5.91	19.59	2.97	
2.84	-2.56	-9.15	-0.49	0.30	-3.94	5.91	19.59	2.97	
2.87	-2.55	-9.17	-0.51	0.28	-3.93	5.91	19.59	2.97	
2.89	-2.37	-9.19	-0.63	0.30	-3.98	17.85	19.59	2.97	
2.90	-2.26	-9.21	-0.70	0.31	-4.00	9.69	16.67	4.70	
2.90	-2.18	-9.22	-0.74	0.31	-4.02	4.38	14.77	5.82	
2.91	-2.14	-9.23	-0.77	0.32	-4.03	0.93	13.53	6.55	
2.90	-2.06	-9.23	-0.90	0.35	-4.15	-1.31	12.73	7.02	
2.90	-2.01	-9.24	-0.98	0.37	-4.22	-2.76	12.21	7.33	
2.90	-1.98	-9.24	-1.03	0.38	-4.27	-3.71	11.87	7.53	
2.90	-1.96	-9.25	-1.07	0.39	-4.30	-4.33	11.65	7.66	
3.03	-1.74	-9.17	-1.19	0.44	-4.32	-4.73	11.51	7.75	
3.12	-1.59	-9.11	-1.27	0.47	-4.33	-4.99	11.41	7.80	
3.18	-1.50	-9.08	-1.32	0.50	-4.34	-5.16	11.35	7.84	
3.32	-1.16	-9.01	-1.36	0.49	-4.34	-5.27	11.31	7.86	
3.41	-0.94	-8.97	-1.39	0.48	-4.35	-5.34	11.29	7.88	
3.47	-0.80	-8.94	-1.40	0.48	-4.35	-5.38	11.27	7.89	
3.51	-0.70	-8.93	-1.41	0.48	-4.35	-5.42	11.26	7.89	
3.65	-0.39	-9.01	-1.34	0.40	-4.35	-5.43	11.25	7.90	
3.73	-0.19	-9.07	-1.29	0.34	-4.35	-5.45	11.25	7.90	
3.79	-0.06	-9.10	-1.26	0.31	-4.35	-5.46	11.25	7.90	
3.87	0.19	-9.20	-1.22	0.26	-4.35	-5.46	11.24	7.90	
3.92	0.36	-9.26	-1.20	0.23	-4.35	-5.46	11.24	7.90	
3.95	0.47	-9.30	-1.18	0.20	-4.35	-5.47	11.24	7.90	
3.98	0.54	-9.32	-1.17	0.19	-4.35	-5.47	11.24	7.90	
4.03	0.81	-9.30	-1.17	0.14	-4.35	-5.47	11.24	7.91	
4.06	0.99	-9.28	-1.17	0.12	-4.35	-5.47	11.24	7.91	
4.08	1.11	-9.27	-1.17	0.10	-4.35	-5.47	11.24	7.91	
4.10	1.18	-9.27	-1.17	0.09	-4.35	-5.47	11.24	7.91	
3.97	1.50	-9.22	-1.17	0.07	-4.35	-7.96	5.66	7.04	
3.88	1.71	-9.18	-1.17	0.05	-4.35	-9.58	2.04	6.48	
3.83	1.85	-9.16	-1.17	0.04	-4.35	-10.63	-0.32	6.12	
3.51	1.92	-9.11	-1.06	0.01	-4.27	-11.31	-1.85	5.88	
3.31	1.96	-9.07	-0.99	-0.01	-4.22	-11.76	-2.84	5.72	
3.17	1.99	-9.05	-0.94	-0.02	-4.19	-12.05	-3.49	5.62	
3.09	2.01	-9.03	-0.91	-0.03	-4.17	-12.23	-3.91	5.56	
3.08	2.18	-8.98	-0.82	-0.03	-3.84	-12.36	-4.19	5.52	
3.07	2.30	-8.94	-0.76	-0.04	-3.63	-12.43	-4.36	5.49	
3.07	2.37	-8.92	-0.72	-0.04	-3.50	-12.49	-4.48	5.47	
3.07	2.42	-8.90	-0.69	-0.04	-3.41	-12.52	-4.55	5.46	
3.00	2.56	-8.86	-0.64	-0.02	-3.24	-12.54	-4.60	5.45	
2.96	2.66	-8.84	-0.60	-0.02	-3.13	-12.56	-4.63	5.45	
2.93	2.72	-8.82	-0.58	-0.01	-3.06	-12.57	-4.65	5.44	
2.86	2.84	-8.85	-0.50	-0.01	-2.79	-12.57	-4.67	5.44	
2.82	2.93	-8.86	-0.46	-0.01	-2.61	-12.57	-4.68	5.44	
2.79	2.98	-8.88	-0.42	-0.01	-2.49	-12.58	-4.68	5.44	
2.77	3.01	-8.88	-0.40	-0.01	-2.41	-12.58	-4.69	5.44	
2.62	3.15	-8.82	-0.34	-0.02	-2.15	-12.58	-4.69	5.44	
2.52	3.24	-8.79	-0.31	-0.03	-1.97	-12.58	-4.69	5.44	
2.45	3.30	-8.76	-0.28	-0.03	-1.86	-12.58	-4.69	5.44	
2.48	3.34	-8.78	-0.21	-0.02	-1.53	-10.90	-7.75	6.19	
2.50	3.37	-8.79	-0.16	-0.02	-1.32	-9.81	-9.73	6.68	
2.51	3.38	-8.79	-0.13	-0.01	-1.18	-9.10	-11.02	7.00	
2.52	3.39	-8.80	-0.11	-0.01	-1.09	-8.64	-11.86	7.21	
2.61	3.43	-8.80	-0.10	-0.01	-1.00	-8.34	-12.41	7.35	
2.67	3.46	-8.81	-0.10	-0.00	-0.95	-8.14	-12.76	7.43	
2.72	3.47	-8.81	-0.10	-0.00	-0.91	-8.02	-12.99	7.49	
2.74	3.48	-8.81	-0.09	0.00	-0.89	-7.94	-13.14	7.53	
2.70	3.47	-8.80	-0.12	-0.00	-1.02	-7.88	-13.24	7.55	
2.67	3.46	-8.80	-0.13	-0.00	-1.11	-7.85	-13.30	7.57	
2.65	3.45	-8.80	-0.14	-0.00	-1.17	-7.82	-13.34	7.58	
2.54	3.51	-8.79	-0.16	0.00	-1.24	-7.81	-13.37	7.58	
2.48	3.55	-8.78	-0.17	0.01	-1.29	-7.80	-13.39	7.59	
2.43	3.57	-8.77	-0.17	0.01	-1.32	-7.79	-13.40	7.59	
2.41	3.59	-8.77	-0.18	0.01	-1.34	-7.79	-13.41	7.59	
2.38	3.61	-8.81	-0.17	0.02	-1.33	-7.79	-13.41	7.59	
2.37	3.63	-8.84	-0.16	0.02	-1.33	-7.79	-13.41	7.60	
2.36	3.64	-8.86	-0.15	0.02	-1.33	-7.78	-13.42	7.60	
2.35	3.65	-8.87	-0.15	0.02	-1.33	-7.78	-13.42	7.60	
2.31	3.64	-8.95	-0.13	0.02	-1.25	-7.78	-13.42	7.60	
2.28	3.63	-9.00	-0.11	0.01	-1.20	-7.78	-13.42	7.60	
2.26	3.62	-9.03	-0.11	0.01	-1.17	-7.78	-13.42	7.60	
2.21	3.62	-9.08	-0.08	-0.00	-0.97	-7.22	-14.35	7.27	
2.18	3.62	-9.12	-0.06	-0.01	-0.84	-6.86	-14.95	7.06	
2.17	3.62	-9.14	-0.04	-0.02	-0.76	-6.62	-15.34	6.93	
2.15	3.61	-9.16	-0.03	-0.02	-0.70	-6.47	-15.60	6.84	
2.15	3.63	-9.09	-0.01	-0.02	-0.49	-6.37	-15.77	6.78	
2.15	3.63	-9.05	0.00	-0.03	-0.35	-6.30	-15.87	6.74	
2.15	3.64	-9.02	0.01	-0.03	-0.26	-6.26	-15.94	6.72	
2.14	3.64	-9.01	0.02	-0.03	-0.20	-6.23	-15.99	6.70	
2.10	3.66	-8.96	0.06	-0.02	-0.02	-6.22	-16.02	6.69	
2.08	3.67	-8.93	0.08	-0.02	0.10	-6.20	-16.04	6.68	
2.06	3.68	-8.91	0.10	-0.01	0.17	-6.20	-16.05	6.68	
1.99	3.62	-8.86	0.16	0.00	0.44	-6.19	-16.06	6.68	
1.94	3.58	-8.82	0.19	0.01	0.61	-6.19	-16.06	6.67	
1.90	3.55	-8.80	0.22	0.02	0.73	-6.19	-16.07	6.67	
1.88	3.53	-8.79	0.23	0.02	0.80	-6.18	-16.07	6.67	
1.81	3.38	-8.75	0.31	0.05	1.28	-6.18	-16.07	6.67	
1.76	3.28	-8.72	0.36	0.07	1.58	-6.18	-16.07	6.67	
1.72	3.21	-8.71	0.40	0.08	1.78	-6.18	-16.07	6.67	
1.70	3.17	-8.70	0.42	0.09	1.91	-6.18	-16.07	6.67	
1.88	3.10	-8.70	0.53	0.13	2.68	-6.18	-16.07	6.67	
2.00	3.06	-8.70	0.61	0.15	3.18	-6.18	-16.07	6.67	
2.07	3.03	-8.71	0.65	0.16	3.51	-6.18	-16.07	6.67	
2.45	2.89	-8.76	0.82	0.18	0.76	-8.05	-13.42	6.24	
2.70	2.80	-8.79	0.93	0.19	-1.03	-9.26	-11.69	5.96	
2.86	2.74	-8.82	1.01	0.20	-2.20	-10.05	-10.57	5.78	
2.97	2.70	-8.83	1.05	0.21	-2.95	-10.56	-9.84	5.66	
